doe_building_type,confidence,justification,key
SmallOffice,0.7,"A DUI school is an educational or training office, likely SmallOffice.",dui_school
FullServiceRestaurant,0.9,A dog meat restaurant is a full-service restaurant serving meals on-site.,dog_meat_restaurant
OtherCommercial,0.7,"Sports and recreation venues are commercial facilities, best categorized as OtherCommercial.",sports_and_recreation_venue
Hospital,0.9,Emergency pet hospitals are specialized hospital facilities.,emergency_pet_hospital
FullServiceRestaurant,0.9,Wok restaurant is a full-service restaurant.,wok_restaurant
OutPatient,0.9,"hepatologist is a medical specialist, outpatient clinic is the best DOE match.",hepatologist
OtherIndustrial,0.8,Ceiling and roofing repair and service is a trade-related industrial activity.,ceiling_and_roofing_repair_and_service
SingleFamilyDetached,0.9,A cottage is a type of single-family detached residential building.,cottage
OtherIndustrial,0.7,"Irrigation involves industrial equipment and services, fitting other industrial.",irrigation
OutPatient,0.95,Spine surgeon is a specialized outpatient medical service.,spine_surgeon
StandaloneRetail,0.8,Orthopedic shoe store is a retail establishment.,orthopedic_shoe_store
Hospital,0.8,Medical research and development is closely related to hospital or medical facilities.,medical_research_and_development
Warehouse,0.8,"Meat wholesaler involves storage and distribution, fitting warehouse.",meat_wholesaler
StripMall,0.8,General retail often occurs in strip malls.,retail
OtherCommercial,0.7,"Architectural tours are commercial activities related to tourism and services, best fitting OtherCommercial.",architectural_tours
OtherCommercial,0.7,"Makeup artist services are commercial personal services, often in small office or retail settings.",makeup_artist
OutPatient,0.9,Dentist services are outpatient medical.,dentist
OtherCommercial,0.7,Health retreats are commercial but not fitting other categories; assigned OtherCommercial.,health_retreats
StripMall,0.8,"A shopping passage is typically a small retail area with multiple shops, similar to a strip mall.",shopping_passage
StandaloneRetail,0.8,"A handicraft shop is a retail store selling handmade goods, fitting StandaloneRetail.",handicraft_shop
OtherCommercial,0.7,Tours are commercial recreational services.,tours
SmallOffice,0.6,"Metal detector services is a specialized service, likely office-based, fitting SmallOffice.",metal_detector_services
StandaloneRetail,0.85,Automotive parts and accessories stores are retail outlets.,automotive_parts_and_accessories
OtherIndustrial,0.8,Well drilling is an industrial activity involving specialized equipment.,well_drilling
FullServiceRestaurant,0.95,Laotian restaurant is a full-service dining establishment.,laotian_restaurant
FullServiceRestaurant,0.8,"Drive-thru bar is a food and beverage service, best matched to FullServiceRestaurant.",drive_thru_bar
OtherCommercial,0.5,"Lake is a natural feature, no DOE building type fits well, assigned other commercial.",lake
OtherCommercial,0.7,ATV recreation park is a commercial recreational facility.,atv_recreation_park
OtherCommercial,0.5,"Weather station is a specialized facility, best categorized as other commercial.",weather_station
OtherCommercial,0.7,Life coaching is a commercial service without a specific DOE building type.,life_coach
FullServiceRestaurant,0.9,Austrian restaurant is a full-service restaurant.,austrian_restaurant
OtherCommercial,0.8,"Pet photography is a commercial service, no specific DOE type matches.",pet_photography
QuickServiceRestaurant,0.8,"A patisserie cake shop is a food service establishment, typically quick service rather than full service.",patisserie_cake_shop
OtherCommercial,0.7,"Airport terminal is a specialized commercial building not in DOE list, so OtherCommercial.",airport_terminal
OtherCommercial,0.6,"Parenting classes are educational but not formal school, mapped to OtherCommercial.",parenting_classes
OutPatient,0.95,Allergist is a medical outpatient specialty.,allergist
OtherIndustrial,0.7,Glass blowing is an industrial/artisan manufacturing process.,glass_blowing
OtherCommercial,0.7,Ice skating rink is a recreational commercial facility.,ice_skating_rink
FullServiceRestaurant,0.8,Mongolian restaurant is a full service restaurant.,mongolian_restaurant
OutPatient,0.85,Child psychiatrist services are outpatient medical services.,child_psychiatrist
OutPatient,0.9,Orthodontists operate in outpatient medical office settings.,orthodontist
OtherCommercial,0.7,Marble and granite professionals are commercial service or retail.,marble_and_granite_professionals
OtherCommercial,0.6,"castle is a unique building type not in DOE list, mapped to OtherCommercial as a catch-all.",castle
SmallOffice,0.7,Translation services are office-based professional services.,translation_services
OutPatient,0.8,"Preventive medicine is a healthcare service, best mapped to OutPatient.",preventive_medicine
OtherCommercial,0.7,Environmental conservation organizations are commercial or nonprofit offices without specific DOE category.,environmental_conservation_and_ecological_organizations
OtherCommercial,0.6,"Sky diving is a recreational service, no direct DOE type; OtherCommercial as general.",sky_diving
Warehouse,0.85,B2B tire sales involve storage and distribution.,b2b_tires
SmallOffice,0.7,"Health department is a government office, fitting SmallOffice.",health_department
FullServiceRestaurant,0.85,Dive bar is a type of full service restaurant/bar.,dive_bar
OtherCommercial,0.6,Youth organizations are community services without a specific DOE building type.,youth_organizations
Hospital,0.85,"Veterinary schools involve medical training and care, similar to hospitals.",veterinary_schools
OtherCommercial,0.6,Snuggle service is a personal service without a specific DOE type; OtherCommercial fits.,snuggle_service
OtherCommercial,0.6,Session photography is a commercial service without a specific DOE type.,session_photography
OutPatient,0.9,Counseling and mental health services are outpatient medical services.,counseling_and_mental_health
OtherCommercial,0.7,Cryotherapy is a commercial health service not fitting other categories.,cryotherapy
OtherCommercial,0.7,"Bridge is infrastructure, not a building type; assigned OtherCommercial as closest.",bridge
StandaloneRetail,0.8,Duty free shops are retail stores typically in airports or border areas.,duty_free_shop
OutPatient,0.9,Gastroenterologist is a medical outpatient specialist.,gastroenterologist
OtherIndustrial,0.8,B2B equipment maintenance and repair is an industrial service.,b2b_equipment_maintenance_and_repair
StandaloneRetail,0.7,Customized merchandise is a retail activity.,customized_merchandise
SmallOffice,0.7,Billing services are office-based administrative businesses.,billing_services
OtherCommercial,0.7,Movers provide commercial moving services.,movers
OtherCommercial,0.5,"Community gardens are outdoor spaces, no direct DOE building type; assigned OtherCommercial.",community_gardens
FullServiceRestaurant,0.9,Whiskey bar is a type of full-service restaurant or bar.,whiskey_bar
OtherCommercial,0.6,"Halotherapy is a wellness service, categorized as other commercial.",halotherapy
OtherCommercial,0.7,Rowing club is a recreational facility not fitting other DOE types.,rowing_club
FullServiceRestaurant,0.9,Turkish restaurant is a full service restaurant.,turkish_restaurant
OtherIndustrial,0.9,"Orchards production is agricultural and industrial in nature, fitting best under OtherIndustrial.",orchards_production
OtherIndustrial,0.9,Auto manufacturers and distributors fit industrial use.,auto_manufacturers_and_distributors
FullServiceRestaurant,0.9,Cuban restaurant is a full-service ethnic restaurant.,cuban_restaurant
OtherCommercial,0.7,Ferry boat company is a commercial transportation service without a specific DOE building type.,ferry_boat_company
FullServiceRestaurant,0.9,Bistro is a type of full-service restaurant.,bistro
SmallOffice,0.7,"Driving school is an educational service but not a primary or secondary school, best matched to SmallOffice.",driving_school
SmallOffice,0.6,"Bags and luggage company likely involves office and retail functions, assigned to small office.",bags_luggage_company
OtherCommercial,0.7,Attraction farm is a recreational or tourism facility.,attraction_farm
OtherCommercial,0.6,Parasailing ride service is a recreational commercial activity without a specific DOE building type.,parasailing_ride_service
SmallOffice,0.75,Laser hair removal is a personal care service usually in small office or salon settings.,laser_hair_removal
SmallOffice,0.7,"Contractors typically operate from offices, fitting SmallOffice.",contractor
OtherCommercial,0.7,"Landscaping is a commercial service, fitting OtherCommercial.",landscaping
SmallOffice,0.7,Furniture rental services are commercial services likely in small offices.,furniture_rental_service
SuperMarket,0.8,"Health market is a retail food market, similar to supermarket.",health_market
StandaloneRetail,0.75,"Fertilizer stores are retail outlets selling agricultural products, fitting StandaloneRetail.",fertilizer_store
OtherIndustrial,0.8,"Stucco services are a trade/construction service, fitting OtherIndustrial.",stucco_services
MediumOffice,0.8,"Board of education offices are administrative offices, fitting MediumOffice.",board_of_education_offices
MultiFamilyResidential,0.7,"pension is a type of residential lodging, mapped to MultiFamilyResidential.",pension
OutPatient,0.9,Organ and tissue donor services are medical and outpatient in nature.,organ_and_tissue_donor_service
OtherCommercial,0.6,Ziplining center is a recreational commercial facility.,ziplining_center
OtherCommercial,0.7,"Museum is a public cultural facility, assigned to OtherCommercial.",museum
MidriseApartment,0.8,University housing typically consists of midrise apartment-style dormitories.,university_housing
Warehouse,0.8,"Metal supplier involves storage and distribution of metal materials, fitting Warehouse.",metal_supplier
